# Version 1.00
#
power[dBm],re:Trc1_S11[U],im:Trc1_S11[U],Trc2_S12[dB],Trc3_S21[dB],Trc4_S11[dB],Trc5_b2d1/a1d1sam[dB],Trc6_S12[dB],Trc7_S22[dB],
-3.759648265754763E+001,6.488117761014589E-002,1.355065044013794E-004,-6.128371165935028E+001,-1.422659101350087E+001,-2.375760657960421E+001,-2.334794904420781E+000,-6.128371165935028E+001,-2.787412602141842E+001,
-3.757694186614558E+001,6.675833599730713E-002,1.782999401356680E-003,-7.001407593694387E+001,-8.514218238938978E+000,-2.350679308478108E+001,-2.330047055261411E+000,-7.001407593694387E+001,-2.698449325886142E+001,
-3.755740107474352E+001,6.007814773593521E-002,2.285095310170140E-003,-6.427889004431896E+001,-7.304900463503312E+000,-2.441939095403506E+001,-1.785790786941117E+000,-6.427889004431896E+001,-3.130156784098283E+001,
-3.753786028334147E+001,6.707392911967562E-002,-2.536334887900161E-003,-6.157867097992070E+001,-1.890346311874981E+001,-2.346271950644795E+001,-2.683268156416959E+000,-6.157867097992070E+001,-3.416336051404729E+001,
-3.751831949193942E+001,6.908087344307005E-002,2.941292719694029E-003,-6.303992385715399E+001,-9.015727477183159E+000,-2.320497763757825E+001,-2.763597875073282E+000,-6.303992385715399E+001,-2.519153295956789E+001,
-3.749877870053737E+001,6.881682818570298E-002,2.355702073714415E-003,-7.174657282418447E+001,-9.830543759932919E+000,-2.324102090445176E+001,-2.386169738811694E+000,-7.174657282418447E+001,-2.907406360022344E+001,
-3.747923790913532E+001,6.549635797504153E-002,-1.482047793117659E-003,-6.296253358011648E+001,-1.960190383255508E+001,-2.367343385704156E+001,-2.636023738174540E+000,-6.296253358011648E+001,-2.059902061835393E+001,
-3.745969711773327E+001,6.386317806059302E-002,3.875752477907604E-004,-6.336842232819225E+001,-1.583507366617148E+001,-2.389482951304678E+001,-2.685286615920298E+000,-6.336842232819225E+001,-2.340141485204556E+001,
-3.744015632633122E+001,6.753707953366872E-002,2.126666755447650E-003,-6.949192056569154E+001,-9.555720252305996E+000,-2.340485035416252E+001,-1.892557568103142E+000,-6.949192056569154E+001,-3.056906119082170E+001,
-3.742061553492916E+001,6.266963029402478E-002,8.009599081415012E-004,-6.331591065062398E+001,-1.956377236869233E+001,-2.405814800363264E+001,-2.301522329342108E+000,-6.331591065062398E+001,-2.993078660356783E+001,
-3.740107474352711E+001,6.359405987922040E-002,2.002527330760449E-003,-6.418770135919434E+001,-1.075191277460142E+001,-2.392736476635375E+001,-2.037374735415411E+000,-6.418770135919434E+001,-2.985089241214380E+001,
-3.738153395212506E+001,6.605995191464140E-002,-2.088275588646220E-003,-6.147390170437308E+001,-9.380473994124172E+000,-2.359689716538193E+001,-2.630156508721022E+000,-6.147390170437308E+001,-2.468573338887090E+001,
-3.736199316072301E+001,6.345904064253531E-002,4.730133918386394E-003,-6.926171234292806E+001,-1.129670276471300E+001,-2.392606746844026E+001,-2.404114732417209E+000,-6.926171234292806E+001,-2.552146287118861E+001,
-3.734245236932096E+001,6.656342418354755E-002,2.515418213003120E-003,-6.662789811014956E+001,-1.475211440541909E+001,-2.352908930048333E+001,-2.195897890094750E+000,-6.662789811014956E+001,-2.762194928108485E+001,
-3.732291157791891E+001,6.292277197914847E-002,4.218799146612326E-004,-6.496587849040532E+001,-6.853949169998224E+000,-2.402364784170914E+001,-2.586401068783520E+000,-6.496587849040532E+001,-3.135006917639462E+001,
-3.730337078651685E+001,6.415428302624959E-002,-1.316360150099590E-003,-6.273810433392644E+001,-6.351127418975272E+000,-2.385365882221697E+001,-2.553197343138150E+000,-6.273810433392644E+001,-2.851886724689339E+001,
-3.728382999511480E+001,6.144027713346396E-002,2.390777722360172E-003,-6.177478153619848E+001,-7.606394561651698E+000,-2.422436573634931E+001,-2.266915267076268E+000,-6.177478153619848E+001,-2.774577261902607E+001,
-3.726428920371275E+001,6.400704204490709E-002,-5.645725984308259E-005,-6.920043282695701E+001,-3.333492775523055E+001,-2.387544146866507E+001,-2.155487169305927E+000,-6.920043282695701E+001,-2.493580204066247E+001,
-3.724474841231070E+001,6.611643013403518E-002,2.081964531198002E-003,-5.787591426655227E+001,-1.491690549175334E+001,-2.358950782746694E+001,-2.559631784468990E+000,-5.787591426655227E+001,-2.148284334272546E+001,
-3.722520762090865E+001,6.593803916376492E-002,3.964572091676893E-004,-6.173809117322274E+001,-1.240286208750354E+001,-2.361712243810288E+001,-2.747818953116542E+000,-6.173809117322274E+001,-2.532464437574789E+001,
-3.720566682950660E+001,6.611159702141584E-002,2.824707485395209E-003,-6.220114055490180E+001,-1.334699380790863E+001,-2.358652603667886E+001,-2.390430251092055E+000,-6.220114055490180E+001,-3.759286216020562E+001,
-3.718612603810455E+001,6.324646426290559E-002,1.085340492621221E-003,-6.489373806280814E+001,-1.537076809895159E+001,-2.397799623334569E+001,-2.144499812128025E+000,-6.489373806280814E+001,-3.023904030723903E+001,
-3.716658524670249E+001,6.765355444812488E-002,-3.602308305757011E-004,-6.094921330611994E+001,-6.436718374241838E+000,-2.339406449311154E+001,-2.022994203162408E+000,-6.094921330611994E+001,-2.903868196104538E+001,
-3.714704445530044E+001,6.728256558381611E-002,9.675996638135542E-004,-6.684948847843025E+001,-1.289609926872866E+001,-2.344105102990913E+001,-2.373271174714791E+000,-6.684948847843025E+001,-2.614479541363490E+001,
-3.712750366389839E+001,6.505073144370509E-002,4.305304225793801E-003,-6.697833793218361E+001,-1.326200417655322E+001,-2.371597448048095E+001,-1.753041489711211E+000,-6.697833793218361E+001,-2.766631693252116E+001,
-3.710796287249634E+001,6.757041548816860E-002,7.744061977568748E-004,-6.518604996297474E+001,-2.842104574958748E+001,-2.340429781113270E+001,-2.253213138896891E+000,-6.518604996297474E+001,-2.709347919192465E+001,
-3.708842208109429E+001,6.211572223519137E-002,1.383982785528651E-003,-6.281841776758824E+001,-1.151013016607873E+001,-2.413381378070307E+001,-2.163171845064015E+000,-6.281841776758824E+001,-2.503493712263428E+001,
-3.706888128969224E+001,6.176964218345588E-002,9.399638678454665E-004,-8.565384250021975E+001,-1.329431933694195E+001,-2.418349273253835E+001,-2.331951808766247E+000,-8.565384250021975E+001,-3.363290188610131E+001,
-3.704934049829018E+001,6.532273660510486E-002,1.016102984783359E-005,-6.415258101214344E+001,-8.277551329247222E+000,-2.369871248274883E+001,-1.971150713332064E+000,-6.415258101214344E+001,-2.635598488296891E+001,
-3.702979970688813E+001,6.569934361072465E-002,-1.615481577922859E-003,-7.306000384871770E+001,-1.207646360028716E+001,-2.364615435291753E+001,-2.019678659061724E+000,-7.306000384871770E+001,-2.275250038886085E+001,
-3.701025891548608E+001,6.448167197991625E-002,6.895065977124200E-005,-6.800718983813685E+001,-5.968721226793296E+000,-2.381126923425047E+001,-2.050566860853269E+000,-6.800718983813685E+001,-2.426852715446920E+001,
-3.699071812408403E+001,6.082097191670557E-002,-2.349261492270875E-003,-6.261745464888267E+001,-1.185077436929839E+001,-2.431245822883168E+001,-2.953600005609389E+000,-6.261745464888267E+001,-3.347596641107641E+001,
-3.697117733268198E+001,6.365771718275161E-002,-2.119823910051339E-003,-6.394440880166340E+001,-9.129913050813382E+000,-2.391816551229319E+001,-2.146553789673156E+000,-6.394440880166340E+001,-2.542842356418485E+001,
-3.695163654127993E+001,6.462317858415054E-002,4.612544054152438E-004,-7.631695094561881E+001,-1.697166101702922E+001,-2.379201244072008E+001,-2.126764454492986E+000,-7.631695094561881E+001,-4.056156285175452E+001,
-3.693209574987787E+001,6.153731287163773E-002,2.136734515557646E-003,-6.308714379205034E+001,-1.192385024017603E+001,-2.421199648567320E+001,-2.038254891711980E+000,-6.308714379205034E+001,-2.718949529569266E+001,
-3.691255495847582E+001,6.267489762900688E-002,3.989295329820891E-004,-6.803695978256332E+001,-1.088757259870296E+001,-2.405795138811576E+001,-2.507529573950426E+000,-6.803695978256332E+001,-2.343602762479626E+001,
-3.689301416707377E+001,6.351784928775460E-002,-2.601426634839044E-004,-7.203310601316352E+001,-9.469084416792995E+000,-2.394201146347223E+001,-2.349067039189444E+000,-7.203310601316352E+001,-3.378448317320616E+001,
-3.687347337567172E+001,6.544444515010024E-002,-1.232903382768151E-003,-8.051976474174040E+001,-1.646358107909927E+001,-2.368100313862120E+001,-2.518124393105408E+000,-8.051976474174040E+001,-2.719112031703355E+001,
-3.685393258426966E+001,6.251339572875404E-002,2.798324742924383E-003,-5.671322455204208E+001,-1.984066701325194E+001,-2.407184459247176E+001,-2.568446649740775E+000,-5.671322455204208E+001,-2.705143545189596E+001,
-3.683439179286761E+001,6.350833079354173E-002,-3.956105651079655E-004,-6.878534614309791E+001,-9.331550606697531E+000,-2.394321751624609E+001,-2.448545363981276E+000,-6.878534614309791E+001,-2.350231076674053E+001,
-3.681485100146556E+001,6.434929995096528E-002,9.663724793149652E-004,-5.903058531514017E+001,-1.285863458698622E+001,-2.382814412007686E+001,-2.212384966563628E+000,-5.903058531514017E+001,-2.359926575712034E+001,
-3.679531021006351E+001,6.671484165907908E-002,2.322341394151788E-003,-6.871772988957420E+001,-9.994113776041315E+000,-2.351029150078793E+001,-2.385520327468385E+000,-6.871772988957420E+001,-2.915757454689476E+001,
-3.677576941866145E+001,6.432383967623849E-002,9.409255118459928E-004,-6.688312461359858E+001,-1.498302414901679E+001,-2.383163159404949E+001,-2.152059387983246E+000,-6.688312461359858E+001,-2.602718795777623E+001,
-3.675622862725940E+001,6.807721452668875E-002,2.594374406899525E-003,-6.229273803804741E+001,-8.687195360416963E+000,-2.333366168474429E+001,-2.447639776497064E+000,-6.229273803804741E+001,-4.226856585868391E+001,
-3.673668783585735E+001,6.412952303061413E-002,1.549711269316840E-003,-6.503514694185330E+001,-1.332447646723859E+001,-2.385630442331368E+001,-2.273526976863049E+000,-6.503514694185330E+001,-3.539782173038144E+001,
-3.671714704445530E+001,6.558330821493430E-002,2.377719875729515E-003,-6.637033997200574E+001,-1.573628386139941E+001,-2.365842888772148E+001,-2.508888297116973E+000,-6.637033997200574E+001,-2.319444091640726E+001,
-3.669760625305325E+001,6.429623470018744E-002,1.338769455698852E-003,-6.650912731485335E+001,-2.198810839077042E+001,-2.383440670609418E+001,-2.239008517896397E+000,-6.650912731485335E+001,-2.297660178533071E+001,
-3.667806546165119E+001,6.542910243871612E-002,3.473047763310412E-003,-8.312657961246747E+001,-7.741849272952453E+000,-2.367236126532459E+001,-2.344148241320361E+000,-8.312657961246747E+001,-2.402700388278036E+001,
-3.665852467024914E+001,6.831965432527262E-002,3.567096088493989E-003,-6.713380671907375E+001,-2.090218725171033E+001,-2.329726369519811E+001,-2.603352311663375E+000,-6.713380671907375E+001,-2.879306840444719E+001,
-3.663898387884709E+001,6.559042095591497E-002,-4.518176823484296E-004,-6.810031231784672E+001,-9.343011583280529E+000,-2.366298556389191E+001,-2.227335308435359E+000,-6.810031231784672E+001,-3.947138706708724E+001,
-3.661944308744504E+001,6.555884740808220E-002,3.697465262006835E-004,-6.514009848908694E+001,-1.247693978958837E+001,-2.366723566643004E+001,-2.234967376908336E+000,-6.514009848908694E+001,-2.357395852124771E+001,
-3.659990229604299E+001,6.482532009527318E-002,5.429987697432655E-004,-5.909627529091044E+001,-1.298858575499281E+001,-2.376480189828303E+001,-2.138023197770202E+000,-5.909627529091044E+001,-2.697323906464134E+001,
-3.658036150464094E+001,6.381352060394700E-002,2.828842473204982E-003,-5.900678773908311E+001,-2.038909317944418E+001,-2.389321979938788E+001,-2.367144583353702E+000,-5.900678773908311E+001,-2.398368039580778E+001,
-3.656082071323888E+001,6.588795095764587E-002,1.371046816487088E-003,-6.762599154258858E+001,-2.064415905293696E+001,-2.362199985809590E+001,-2.349523607474336E+000,-6.762599154258858E+001,-2.845729458090960E+001,
-3.654127992183683E+001,6.390651717245635E-002,2.804987751826367E-004,-6.581491111042921E+001,-2.080591478878462E+001,-2.388901334003091E+001,-2.601383847712254E+000,-6.581491111042921E+001,-2.272593656346182E+001,
-3.652173913043478E+001,6.572550425476151E-002,2.254800460113402E-003,-6.266293435663325E+001,-8.106440307056463E+000,-2.364021315485812E+001,-2.370011646105295E+000,-6.266293435663325E+001,-2.807765185719934E+001,
-3.650219833903273E+001,6.280399070689667E-002,4.439647050581628E-003,-7.126193880633146E+001,-2.459761358279916E+001,-2.401860688384855E+001,-2.164966887923817E+000,-7.126193880633146E+001,-3.378343341882833E+001,
-3.648265754763068E+001,6.635413181085748E-002,3.588332203455639E-003,-6.737986600674179E+001,-1.412388533604056E+001,-2.354995823703928E+001,-2.109963160533003E+000,-6.737986600674179E+001,-2.952194623563150E+001,
-3.646311675622863E+001,6.720967799479366E-002,-3.549411550290020E-004,-6.187345139007228E+001,-9.637259678328675E+000,-2.345124258325057E+001,-2.557008711537958E+000,-6.187345139007228E+001,-2.777816621462000E+001,
-3.644357596482658E+001,6.329821353413191E-002,-8.720884917004317E-004,-6.303813875150577E+001,-1.333447121873099E+001,-2.397134664570035E+001,-2.252412877437792E+000,-6.303813875150577E+001,-2.810565412710027E+001,
-3.642403517342452E+001,6.686053799571651E-002,2.409514281842466E-003,-6.585999245690245E+001,-9.554596793152959E+000,-2.349096600476253E+001,-2.299898951493069E+000,-6.585999245690245E+001,-2.811555498635191E+001,
-3.640449438202247E+001,6.203065440183858E-002,1.067388096379322E-003,-6.809418133441724E+001,-1.413589787409730E+001,-2.414658700649895E+001,-2.357173588207723E+000,-6.809418133441724E+001,-3.271492587737311E+001,
-3.638495359062042E+001,6.652197103495107E-002,3.223116588761800E-003,-6.329363384108765E+001,-9.172333608063500E+000,-2.353051432887067E+001,-1.770242272860483E+000,-6.329363384108765E+001,-2.512845023172171E+001,
-3.636541279921837E+001,6.666166009031321E-002,1.979989183264746E-003,-5.992946235999256E+001,-3.160726896235703E+001,-2.351864779143187E+001,-2.597328395171205E+000,-5.992946235999256E+001,-2.643379960587143E+001,
-3.634587200781632E+001,6.618163478501329E-002,1.669173991381863E-003,-6.251428318449443E+001,-1.132098124852457E+001,-2.358248849944955E+001,-2.593165761362744E+000,-6.251428318449443E+001,-2.692753384615667E+001,
-3.632633121641427E+001,6.691789418191996E-002,1.058494919211592E-003,-6.275099660750878E+001,-1.152855304178453E+001,-2.348806820022409E+001,-2.011729328677092E+000,-6.275099660750878E+001,-2.635380666248345E+001,
-3.630679042501221E+001,6.905879651360027E-002,2.699341648247577E-004,-7.229545815859042E+001,-6.568911311027788E+000,-2.321555353453991E+001,-2.215849599110568E+000,-7.229545815859042E+001,-2.854058281074878E+001,
-3.628724963361016E+001,6.671717475586547E-002,5.494557647480727E-003,-6.330746123188231E+001,-7.266684864634840E+000,-2.348589045239330E+001,-2.327494540202443E+000,-6.330746123188231E+001,-2.473095220058999E+001,
-3.626770884220811E+001,6.565010922421508E-002,-2.907694910220405E-003,-6.637476729759392E+001,-3.245951603913112E+001,-2.364677984517844E+001,-2.498048597015347E+000,-6.637476729759392E+001,-3.058851854066739E+001,
-3.624816805080606E+001,6.681485672363867E-002,2.965924040319647E-003,-6.837995936956223E+001,-1.473371271547490E+001,-2.349398986730662E+001,-2.109595315864974E+000,-6.837995936956223E+001,-3.277187929828055E+001,
-3.622862725940401E+001,6.695986691718490E-002,2.714485702807088E-003,-7.320466123267352E+001,-2.029428842711148E+001,-2.347657698237445E+001,-2.351587830632908E+000,-7.320466123267352E+001,-2.804905684859870E+001,
-3.620908646800196E+001,6.590250042224186E-002,4.985868428467309E-004,-6.459472105854579E+001,-1.600110486395946E+001,-2.362171357791001E+001,-2.314177196897323E+000,-6.459472105854579E+001,-3.007928949146000E+001,
-3.618954567659991E+001,6.554170000433912E-002,2.687875138323636E-003,-6.335000138482644E+001,-9.498961960794189E+000,-2.366234799261350E+001,-2.213346764400908E+000,-6.335000138482644E+001,-2.494173691550269E+001,
-3.617000488519785E+001,6.411018545379418E-002,4.261009473464906E-004,-6.291461880126812E+001,-1.084326379566736E+001,-2.386126749344447E+001,-2.165509667773734E+000,-6.291461880126812E+001,-2.564778127188794E+001,
-3.615046409379580E+001,6.169916750634837E-002,1.519472831083486E-003,-6.641639788404933E+001,-2.264453136136879E+001,-2.419178073922633E+001,-2.710267594170137E+000,-6.641639788404933E+001,-2.526011147074042E+001,
-3.613092330239375E+001,6.558199166422879E-002,3.790536908057146E-004,-6.557623242899983E+001,-9.414925453199981E+000,-2.366416288632943E+001,-1.936255284812718E+000,-6.557623242899983E+001,-2.902178199437037E+001,
-3.611138251099170E+001,6.569629895114199E-002,2.509007099707859E-003,-7.054252250009127E+001,-2.004536770190592E+001,-2.364285212432920E+001,-2.367671408919619E+000,-7.054252250009127E+001,-2.400247855075656E+001,
-3.609184171958965E+001,6.551440119388916E-002,4.424049197318051E-003,-8.054073783665000E+001,-1.265494936165895E+001,-2.365350560153429E+001,-2.298206683646194E+000,-8.054073783665000E+001,-2.443370905740110E+001,
-3.607230092818760E+001,6.721425480393256E-002,3.336111126472847E-004,-6.782716394277549E+001,-1.415077593196942E+001,-2.345066525094203E+001,-2.092696245889578E+000,-6.782716394277549E+001,-3.254004877769727E+001,
-3.605276013678554E+001,6.939147818095495E-002,4.133089621993920E-004,-6.192475841225306E+001,-1.277855796085705E+001,-2.317372315239817E+001,-2.381519588864608E+000,-6.192475841225306E+001,-2.553155654145009E+001,
-3.603321934538349E+001,6.672516333501821E-002,1.502203301847496E-003,-7.691632165515169E+001,-1.555963519392994E+001,-2.351200643153926E+001,-2.329371554330089E+000,-7.691632165515169E+001,-2.986123291688325E+001,
-3.601367855398144E+001,6.444740248363917E-002,4.679677270433957E-003,-6.403065643827219E+001,-6.342562247494068E+000,-2.379305338662627E+001,-2.325395957230618E+000,-6.403065643827219E+001,-2.514888321675598E+001,
-3.599413776257939E+001,6.489553678560131E-002,4.010215438894040E-003,-7.320774188548833E+001,-1.093350304980799E+001,-2.373915097279684E+001,-2.159643253990233E+000,-7.320774188548833E+001,-3.501512235350040E+001,
-3.597459697117733E+001,6.657618640406321E-002,4.533321431002954E-004,-6.786772908499219E+001,-5.431406579986296E+000,-2.353342035344934E+001,-2.339768670785678E+000,-6.786772908499219E+001,-2.887768289814135E+001,
-3.595505617977528E+001,6.454876589010591E-002,1.273848341197698E-003,-9.236897113694255E+001,-8.996880221436856E+000,-2.380055007098023E+001,-2.036006535278739E+000,-9.236897113694255E+001,-2.066868238200971E+001,
